	Activity ID	Activity Name	T+1 Start (BL1)	T+1 Finish (BL1)	T-0 Start (BL0)	T-0 Finish (BL0)	rsrc_id	rsrc_name	no_change_start	no_change_finish	moved_out_start	moved_out_finish	T-0 Start (BL0)	T-0 Finish (BL0)
740	 VCB-PS-AG-0006d	NEW PSE EMPLOYEE GUIDE AND PROGRAM SYSTEM OR COMPONENT RESPONSIBILITY TURNOVER - Rev00 - Approval	2016-11-01	2016-11-02	2016-11-09	2016-11-09	DM16	DM Eng-PSE (Sterdis)	True	True	False	False	True	True
741	 VCB-PS-AG-0006e	NEW PSE EMPLOYEE GUIDE AND PROGRAM SYSTEM OR COMPONENT RESPONSIBILITY TURNOVER - Rev00 - Validate	2016-11-03	2016-11-03	2016-11-09	2016-11-09	PSE29	McLellan-PSE	True	True	False	False	True	True
742	 VCB-PS-AG-0010d	Reviewing Environmental Qualification Test Reports - Rev00 - Approval	2016-04-01	2016-11-08	2016-04-01	2016-12-08	DM16	DM Eng-PSE (Sterdis)	False	False	False	True	False	False
743	 VCB-PS-AG-0019c01	BORIC ACID CORROSION EVALUATION - Rev00 - Review	2016-10-28	2016-11-14	2016-10-28	2016-11-15	PSE20	Post-PSE	False	True	False	False	False	True
744	 VCB-PS-AG-0019CX	BORIC ACID CORROSION EVALUATION - Rev00 - C-QR			2016-10-31	2016-11-29	PSE02	Shank-PSE	False	False	False	False	False	True
745	 VCB-PS-AG-0019CY	BORIC ACID CORROSION EVALUATION - Rev00 - C-5059			2016-10-31	2016-11-16	PSE20	Post-PSE	False	False	False	False	False	True
746	 VCB-PS-AG-0019CZ	BORIC ACID CORROSION EVALUATION - Rev00 - C-Res2	2016-11-15	2016-11-21	2016-11-16	2016-11-30	PSE20	Post-PSE	True	True	False	False	True	True
747	 VCB-PS-AG-0019d	BORIC ACID CORROSION EVALUATION - Rev00 - Approval	2016-11-22	2016-12-06	2016-12-01	2016-12-13	DM16	DM Eng-PSE (Sterdis)	False	False	True	False	False	False
748	 VCB-PS-AG-0021c01	AOV System Level Review Guide - Rev00 - Review	2016-11-14	2016-12-05	2016-12-01	2016-12-20	PSE16	Felch-PSE	False	False	True	False	False	False
749	 VCB-PS-AG-0021CX	AOV System Level Review Guide - Rev00 - C-QR	2016-11-14	2016-12-05	2016-12-01	2016-12-20	PSE21	Troficanto-PSE	False	False	True	False	False	False
750	 VCB-PS-AG-0021CY	AOV System Level Review Guide - Rev00 - C-5059	2016-11-14	2016-12-05	2016-12-01	2016-12-20	PSE16	Felch-PSE	False	False	True	False	False	False
751	 VCB-PS-AG-0026c01	AOV Component Level Review Guide - Rev00 - Review	2016-11-07	2016-11-28	2016-12-01	2016-12-20	PSE16	Felch-PSE	False	False	True	True	False	False
752	 VCB-PS-AG-0026CX	AOV Component Level Review Guide - Rev00 - C-QR	2016-11-07	2016-11-28	2016-12-01	2016-12-20	PSE21	Troficanto-PSE	False	False	True	True	False	False
753	 VCB-PS-AG-0026CY	AOV Component Level Review Guide - Rev00 - C-5059	2016-11-07	2016-11-28	2016-12-01	2016-12-14	PSE16	Felch-PSE	False	False	True	True	False	False
754	 VCB-PS-AG-0026CZ	AOV Component Level Review Guide - Rev00 - C-Res2	2016-11-29	2016-12-07	2016-12-21	2017-01-03	PSE16	Felch-PSE	False	False	True	False	False	False
755	 VCB-PS-AG-0028CX	Tube Plugging Criteria and Tube Plugging Limit - Rev00 - C-QR	2016-11-01	2016-11-18	2016-11-11	2016-11-14	PSE21	Troficanto-PSE	True	True	False	False	True	True
756	 VCB-PS-AG-0028CY	Tube Plugging Criteria and Tube Plugging Limit - Rev00 - C-5059	2016-11-01	2016-11-18	2016-11-11	2016-11-14	PSE21	Troficanto-PSE	True	True	False	False	True	True
757	 VCB-PS-AG-0028CZ	Tube Plugging Criteria and Tube Plugging Limit - Rev00 - C-Res2	2016-11-21	2016-12-01	2016-11-15	2016-11-15	PSE17	Metzger-PSE	True	False	False	False	True	True
758	 VCB-PS-AG-30CX	EDDY CURRENT TESTING - Rev00 - C-QR	2016-10-14	2016-11-02	2016-10-14	2016-11-02	PSE21	Troficanto-PSE	False	True	False	False	False	True
759	 VCB-PS-AG-30CY	EDDY CURRENT TESTING - Rev00 - C-5059	2016-10-14	2016-11-02	2016-10-14	2016-11-01	PSE21	Troficanto-PSE	False	True	False	False	False	True
760	 VCB-PS-AG-30CZ	EDDY CURRENT TESTING - Rev00 - C-Res2	2016-11-03	2016-11-11	2016-11-03	2016-11-11	PSE17	Metzger-PSE	True	True	False	False	True	True
761	 VCB-PS-AG-30d	EDDY CURRENT TESTING - Rev00 - Approval	2016-11-14	2016-11-29	2016-12-01	2016-12-14	DM16	DM Eng-PSE (Sterdis)	False	False	True	True	False	False
762	 VCB-PS-AG-35CX	HEAT EXCHANGER INSPECTION - Rev00 - C-QR	2016-10-14	2016-11-02	2016-10-14	2016-11-02	PSE21	Troficanto-PSE	False	True	False	False	False	True
763	 VCB-PS-AG-35CY	HEAT EXCHANGER INSPECTION - Rev00 - C-5059	2016-10-14	2016-11-02	2016-10-14	2016-11-02	PSE21	Troficanto-PSE	False	True	False	False	False	True
764	 VCB-PS-AG-35CZ	HEAT EXCHANGER INSPECTION - Rev00 - C-Res2	2016-11-03	2016-11-11	2016-11-03	2016-11-11	PSE17	Metzger-PSE	True	True	False	False	True	True
765	 VCB-PS-AG-35d	HEAT EXCHANGER INSPECTION - Rev00 - Approval	2016-11-14	2016-11-29	2016-12-01	2016-12-14	DM16	DM Eng-PSE (Sterdis)	False	False	True	True	False	False
766	 VCB-PSEG-04a	DESIGN CHANGE REVIEW - Rev00 - Preparation	2016-11-01	2016-11-08	2017-04-03	2017-04-10	PSETBD	ENG (TBD) PSE	False	False	True	True	False	False
767	 VCB-PSEG-04b	DESIGN CHANGE REVIEW - Rev00 - Draft	2016-11-09	2016-12-01	2017-04-11	2017-05-02	PSETBD	ENG (TBD) PSE	False	False	True	False	False	False
768	 VCB-PSEG-31cX	SOER 07-02 INTAKE ENVIRONMENTAL AND DESIGN EVALUATION - Rev00 - C-QR	2016-10-25	2016-11-11	2016-10-25	2016-11-15	PSE16	Felch-PSE	False	True	False	False	False	True
769	 VCB-PSEG-31cY	SOER 07-02 INTAKE ENVIRONMENTAL AND DESIGN EVALUATION - Rev00 - C-5059	2016-10-24	2016-11-10	2016-10-24	2016-11-14	PSE07	Free-PSE	False	True	False	False	False	True
770	 VCB-PSEG-31CZ	SOER 07-02 INTAKE ENVIRONMENTAL AND DESIGN EVALUATION - Rev00 - C-Res2	2016-11-14	2016-11-22	2016-11-15	2016-11-15	PSE07	Free-PSE	True	True	False	False	True	True
771	 VCB-PSEG-31d	SOER 07-02 INTAKE ENVIRONMENTAL AND DESIGN EVALUATION - Rev00 - Approval	2016-11-23	2016-12-08	2016-12-01	2016-12-14	DM16	DM Eng-PSE (Sterdis)	False	False	True	False	False	False
772	 VCB-REP-1000e	Special Nuclear Material Program Administration and Organization - Validate	2016-11-01	2016-11-07	2016-11-07	2016-11-11	E46	Van Sicklen-F&A	True	True	False	False	True	True
773	 VCB-REP-1001e	Special Nuclear Material Control - Validate	2016-11-01	2016-11-07	2016-11-07	2016-11-11	E46	Van Sicklen-F&A	True	True	False	False	True	True
774	 VCB-REP-1002e	Special Nuclear Material Physical Inventory - Validate	2016-11-01	2016-11-07	2016-11-07	2016-11-11	E46	Van Sicklen-F&A	True	True	False	False	True	True
775	 VCB-REP-1003e	Special Nuclear Material Reporting - Validate	2016-11-01	2016-11-07	2016-11-07	2016-11-11	E46	Van Sicklen-F&A	True	True	False	False	True	True
776	 VCB-REP-109.002a	INVERSE COUNT RATE RATIO PLOT (See APP-GW-GJP-111) - Rev00 - Preparation	2016-11-01	2016-11-08	2016-11-07	2016-11-14	E46	Van Sicklen-F&A	True	True	False	False	True	True
777	 VCB-REP-109.002b	INVERSE COUNT RATE RATIO PLOT (See APP-GW-GJP-111) - Rev00 - Draft	2016-11-09	2016-12-01	2016-11-15	2016-12-07	E46	Van Sicklen-F&A	True	False	False	False	True	False
778	 VCB-SAP-0119a	CONTROL OF THE STATION CALORIMETRIC COMPUTER PROGRAM - Rev00 - Preparation	2016-11-02	2016-11-08	2017-04-04	2017-04-10	PSE29	McLellan-PSE	False	False	True	True	False	False
779	 VCB-SAP-0119b	CONTROL OF THE STATION CALORIMETRIC COMPUTER PROGRAM - Rev00 - Draft	2016-11-09	2016-12-01	2017-04-11	2017-05-02	PSE29	McLellan-PSE	False	False	True	False	False	False
780	 VCB-SAP-0128c01	Electromagnetic Compatibility (EMC) Program - Rev00 - Review	2016-08-09	2016-11-03	2016-08-09	2016-11-08	PSETBD	ENG (TBD) PSE	False	True	False	False	False	True
781	 VCB-SAP-0128CX	Electromagnetic Compatibility (EMC) Program - Rev00 - C-QR	2016-10-14	2016-11-02	2016-10-14	2016-11-02	DE02	Howell-DE	False	True	False	False	False	True
782	 VCB-SAP-0128CY	Electromagnetic Compatibility (EMC) Program - Rev00 - C-5059	2016-11-01	2016-11-18	2016-12-01	2016-12-20	PSE37	Copeland-PSE	False	False	True	True	False	False
783	 VCB-SAP-0128CZ	Electromagnetic Compatibility (EMC) Program - Rev00 - C-Res2	2016-11-21	2016-12-01	2016-12-21	2017-01-03	PSE2	Jim Bringley-SupvPSE	False	False	True	False	False	False
784	 VCB-SAP-0143d	PREVENTATIVE MAINTENANCE PROGRAM - Rev00 - Approval	2016-06-30	2016-11-02	2016-06-30	2016-11-02	DM16	DM Eng-PSE (Sterdis)	False	True	False	False	False	True
785	 VCB-SAP-0158CX	STEAM GENERATOR MANAGEMENT PROGRAM - Rev00 - C-QR	2016-10-13	2016-11-01	2016-11-02	2016-11-02	PSE29	McLellan-PSE	False	True	False	False	True	True
786	 VCB-SAP-0158CY	STEAM GENERATOR MANAGEMENT PROGRAM - Rev00 - C-5059	2016-10-13	2016-11-01	2016-11-02	2016-11-07	PSE02	Shank-PSE	False	True	False	False	True	True
787	 VCB-SAP-0158CZ	STEAM GENERATOR MANAGEMENT PROGRAM - Rev00 - C-Res2	2016-11-02	2016-11-10	2016-11-04	2016-11-23	PSE19	McCorvey-PSE	True	True	False	False	True	True
788	 VCB-SAP-0158d	STEAM GENERATOR MANAGEMENT PROGRAM - Rev00 - Approval	2016-11-11	2016-11-28	2016-11-23	2016-12-01	DM16	DM Eng-PSE (Sterdis)	True	False	False	True	True	False
789	 VCB-SAP-0159c01	Air Operated Valve (AOV) Program - Rev00 - Review	2016-10-31	2016-11-21	2016-10-31	2016-11-23	PSE16	Felch-PSE	False	True	False	False	False	True
790	 VCB-SAP-0159CX	Air Operated Valve (AOV) Program - Rev00 - C-QR	2016-11-01	2016-11-18	2016-12-01	2016-12-20	PSE21	Troficanto-PSE	False	False	True	True	False	False
791	 VCB-SAP-0159CY	Air Operated Valve (AOV) Program - Rev00 - C-5059	2016-11-01	2016-11-18	2016-12-01	2016-12-20	PSE16	Felch-PSE	False	False	True	True	False	False
792	 VCB-SAP-0159CZ	Air Operated Valve (AOV) Program - Rev00 - C-Res2	2016-11-21	2016-12-01	2016-12-21	2017-01-03	PSE16	Felch-PSE	False	False	True	False	False	False
793	 VCB-SAP-0160c01	MOTOR OPERATED VALVE PROGRAM - Rev00 - Review	2016-10-24	2016-11-21	2016-10-24	2016-11-29	PSE06	Terry-PSE	False	True	False	False	False	True
794	 VCB-SAP-0160CX	MOTOR OPERATED VALVE PROGRAM - Rev00 - C-QR	2016-11-01	2016-11-18	2016-12-01	2016-12-20	PSE27	Dao-PSE	False	False	True	True	False	False
795	 VCB-SAP-0160CY	MOTOR OPERATED VALVE PROGRAM - Rev00 - C-5059	2016-11-01	2016-11-18	2016-11-21	2016-11-21	PSE06	Terry-PSE	True	True	False	False	True	True
796	 VCB-SAP-0160CZ	MOTOR OPERATED VALVE PROGRAM - Rev00 - C-Res2	2016-11-21	2016-12-01	2016-12-21	2017-01-03	PSE06	Terry-PSE	False	False	True	False	False	False
797	 VCB-SAP-0161CX	SNUBBER PROGRAM DOCUMENT - Rev00 - C-QR	2016-10-21	2016-11-03	2016-10-21	2016-11-04	PSE21	Troficanto-PSE	False	True	False	False	False	True
798	 VCB-SAP-0161CY	SNUBBER PROGRAM DOCUMENT - Rev00 - C-5059	2016-10-21	2016-11-03	2016-10-21	2016-11-08	PSE20	Post-PSE	False	True	False	False	False	True
799	 VCB-SAP-0161CZ	SNUBBER PROGRAM DOCUMENT - Rev00 - C-Res2	2016-11-04	2016-11-14	2016-11-11	2016-11-16	PSE20	Post-PSE	True	True	False	False	True	True
800	 VCB-SAP-0161d	SNUBBER PROGRAM DOCUMENT - Rev00 - Approval	2016-11-15	2016-11-30	2016-12-01	2016-12-14	DM16	DM Eng-PSE (Sterdis)	False	False	True	True	False	False
801	 VCB-SAP-0162a	GAS INTRUSION MANAGEMENT PROGRAM  - Rev01 - Preparation	2016-02-18	2016-05-09	2016-11-23	2016-11-23	PSE07	Free-PSE	False	False	False	False	True	True
802	 VCB-SAP-0162b	GAS INTRUSION MANAGEMENT PROGRAM - Rev01 - Draft	2016-05-09	2016-06-03	2016-11-28	2016-11-28	PSE07	Free-PSE	False	False	False	False	True	True
803	 VCB-SAP-0162cX	GAS INTRUSION MANAGEMENT PROGRAM - Rev01 - C-QR	2016-09-26	2016-09-30	2016-11-29	2016-11-29	PSE27	Dao-PSE	False	False	False	False	True	True
804	 VCB-SAP-0162cY	GAS INTRUSION MANAGEMENT PROGRAM - Rev01 - C-5059	2016-10-03	2016-10-03	2016-11-29	2016-11-29	PSE07	Free-PSE	False	False	False	False	True	True
805	 VCB-SAP-0162cZ	GAS INTRUSION MANAGEMENT PROGRAM - Rev01 - C-Res2	2016-09-28	2016-10-06	2016-11-29	2016-11-29	PSE07	Free-PSE	False	False	False	False	True	True
806	 VCB-SAP-0162d	GAS INTRUSION MANAGEMENT PROGRAM - Rev01 - Approval	2016-10-24	2016-11-02	2016-12-01	2016-12-12	DM16	DM Eng-PSE (Sterdis)	False	False	False	True	False	False
807	 VCB-SAP-0401d	Primary Water Chemistry Control - Rev00 - Approval	2016-10-31	2016-11-18	2016-10-31	2016-12-15	CH	Chem	False	False	False	True	False	False
808	 VCB-SAP-0402d	Secondary Water Chemistry Control - Rev00 - Approval	2016-10-31	2016-11-18	2016-10-31	2016-12-15	CH	Chem	False	False	False	True	False	False
809	 VCB-SAP-0605c	ADMINISTRATION OF THE CMMS PROGRAM - Rev00 - Review	2016-08-29	2016-11-01	2016-08-29	2016-12-22	P1	POM	False	False	False	True	False	False
810	 VCB-SAP-0605CW	ADMINISTRATION OF THE CMMS PROGRAM - Rev00 - C-Res1	2016-11-02	2016-11-10	2016-12-27	2017-01-05	P1	POM	False	False	True	True	False	False
811	 VCB-SAP-0605CX	ADMINISTRATION OF THE CMMS PROGRAM - Rev00 - C-QR	2016-11-11	2016-12-02	2017-01-06	2017-01-25	P1	POM	False	False	True	False	False	False
812	 VCB-SAP-0605CY	ADMINISTRATION OF THE CMMS PROGRAM - Rev00 - C-5059	2016-11-11	2016-12-02	2017-01-06	2017-01-25	P1	POM	False	False	True	False	False	False
813	 VCB-SAP-0642c01	Administration of Welding - Rev00 - Review	2016-10-26	2016-11-23	2016-10-26	2016-12-06	PSE07	Free-PSE	False	False	False	True	False	False
814	 VCB-SAP-0642CX	Administration of Welding - Rev00 - C-QR	2016-11-01	2016-11-18	2016-12-01	2016-12-20	PSE04	Schmick-PSE	False	False	True	True	False	False
815	 VCB-SAP-0642CY	Administration of Welding - Rev00 - C-5059	2016-11-01	2016-11-18	2016-11-18	2016-11-21	PSE07	Free-PSE	True	True	False	False	True	True
816	 VCB-SAP-0642CZ	Administration of Welding - Rev00 - C-Res2	2016-11-21	2016-12-01	2016-12-21	2017-01-03	PSE07	Free-PSE	False	False	True	False	False	False
817	 VCB-SAP-0703CW	Controls for VCS2's Unit 2/3 Zone andVCS T2/3Switchyards' Activities - Rev00 - C-Res1	2016-11-01	2016-11-09	2017-02-01	2017-02-09	OP	Ops Proc	False	False	True	True	False	False
818	 VCB-SAP-0703CX	Controls for VCS2's Unit 2/3 Zone andVCS T2/3Switchyards' Activities - Rev00 - C-QR	2016-11-10	2016-12-01	2017-02-10	2017-03-01	OP	Ops Proc	False	False	True	False	False	False
819	 VCB-SAP-0703CY	Controls for VCS2's Unit 2/3 Zone andVCS T2/3Switchyards' Activities - Rev00 - C-5059	2016-11-10	2016-12-01	2017-02-10	2017-03-01	OP	Ops Proc	False	False	True	False	False	False
820	 VCB-SAP-0999Aa	Performance Improvement - Rev00 - Preparation	2016-10-20	2016-11-14	2016-10-20	2016-11-21	J1	OD&P	False	True	False	False	False	True
821	 VCB-SAP-0999Ab	Performance Improvement - Rev00 - Draft (no review needed)	2016-11-15	2016-12-16	2016-11-22	2017-02-23	J1	OD&P	True	False	False	False	True	False
822	 VCB-SAP-0999Bd	CR Review Team - Rev00 - Approval	2016-09-29	2016-11-28	2016-09-29	2016-12-06	J1	OD&P	False	False	False	True	False	False
823	 VCB-SAP-0999Cd	Management Review Team (MRT) - Rev00 - Approval	2016-09-29	2016-11-28	2016-09-29	2016-12-06	J1	OD&P	False	False	False	True	False	False
824	 VCB-SAP-0999d	Corrective action program - Rev00 - Approval	2016-09-29	2016-11-28	2016-09-29	2016-12-06	J1	OD&P	False	False	False	True	False	False
825	 VCB-SAP-0999d-capg	CAPG-01 Corrective action program GUIDELINES - Rev00 - Approval	2016-09-29	2016-11-08	2016-09-29	2017-02-23	J1	OD&P	False	False	False	True	False	False
826	 VCB-SAP-0999d-capg2	CAPG-02 CAP Problem Identification and Resolution and Outage Guidelines - Rev00 - Approval	2016-09-29	2016-11-08	2016-09-29	2017-02-23	J1	OD&P	False	False	False	True	False	False
827	 VCB-SAP-0999Da	Quality Assurance Finding Resolution and Escalation - Rev00 - Preparation	2016-10-20	2016-11-14	2016-10-20	2016-11-21	J1	OD&P	False	True	False	False	False	True
828	 VCB-SAP-0999Db	Quality Assurance Finding Resolution and Escalation - Rev00 - Draft (no review needed)	2016-11-15	2016-12-16	2016-11-22	2016-12-27	QA	Quality Assurance	True	False	False	False	True	False
829	 VCB-SAP-0999Ed	Corrective Action Review Board (CARB) - Rev00 - Approval	2016-09-29	2016-11-28	2016-09-29	2016-12-06	J1	OD&P	False	False	False	True	False	False
830	 VCB-SAP-1100c01	BORIC ACID CORROSION CONTROL PROGRAM - Rev00 - Review	2016-11-02	2016-11-17	2016-11-17	2016-12-01	PSE20	Post-PSE	True	False	False	True	True	False
831	 VCB-SAP-1100CX	BORIC ACID CORROSION CONTROL PROGRAM - Rev00 - C-QR			2016-11-17	2016-11-29	PSE02	Shank-PSE	False	False	False	False	True	True
832	 VCB-SAP-1100CY	BORIC ACID CORROSION CONTROL PROGRAM - Rev00 - C-5059			2016-11-17	2016-11-30	PSE20	Post-PSE	False	False	False	False	True	True
833	 VCB-SAP-1100CZ	BORIC ACID CORROSION CONTROL PROGRAM - Rev00 - C-Res2	2016-11-18	2016-11-28	2016-12-02	2016-12-02	PSE20	Post-PSE	False	False	True	True	False	False
834	 VCB-SAP-1100d	BORIC ACID CORROSION CONTROL PROGRAM - Rev00 - Approval	2016-11-29	2016-12-08	2016-12-05	2016-12-07	DM16	DM Eng-PSE (Sterdis)	False	False	True	False	False	False
835	 VCB-SAP-1257d	HEAT EXCHANGER PROGRAM - Rev00 - Approval	2016-10-05	2016-11-03	2016-10-05	2016-12-05	DM16	DM Eng-PSE (Sterdis)	False	False	False	True	False	False
836	 VCB-SAP-1282cw	Electrical Cable Reliability Monitoring Program - Rev01- C-Res1	2016-11-15	2016-11-23	2016-11-15	2016-11-21	DE15	Blake-DE	True	True	False	False	True	True
837	 VCB-SAP-1282cx	Electrical Cable Reliability Monitoring Program - Rev01- C-QR	2016-11-28	2016-12-15	2016-11-22	2016-12-13	DE02	Howell-DE	True	False	False	False	True	False
838	 VCB-SAP-1282cy	Electrical Cable Reliability Monitoring Program - Rev01- C-5059	2016-11-28	2016-12-15	2016-11-22	2016-12-13	DE02	Howell-DE	True	False	False	False	True	False
839	 VCB-SAP-1285c01	ENGINEERING DIAGNOSTICS AND ANALYSIS PROGRAMS - Rev00 - Review	2016-10-07	2016-11-04	2016-10-07	2016-11-16	PSE32	Sonnett-PSE	False	True	False	False	False	True
840	 VCB-SAP-1285CX	ENGINEERING DIAGNOSTICS AND ANALYSIS PROGRAMS - Rev00 - C-QR	2016-11-01	2016-11-18	2016-12-01	2016-12-20	PSE27	Dao-PSE	False	False	True	True	False	False
841	 VCB-SAP-1285CY	ENGINEERING DIAGNOSTICS AND ANALYSIS PROGRAMS - Rev00 - C-5059	2016-11-01	2016-11-18	2016-12-01	2016-12-20	PSE08	Earnest-PSE	False	False	True	True	False	False
842	 VCB-SAP-1285CZ	ENGINEERING DIAGNOSTICS AND ANALYSIS PROGRAMS - Rev00 - C-Res2	2016-11-21	2016-12-01	2016-12-21	2017-01-03	PSE32	Sonnett-PSE	False	False	True	False	False	False
843	 VCB-SAP-1289a	Check Valve Maintenance and Monitoring Program - Rev00 - Preparation	2016-11-01	2016-11-07	2016-12-08	2016-12-14	PSE04	Schmick-PSE	False	False	True	True	False	False
844	 VCB-SAP-1289b	Check Valve Maintenance and Monitoring Program  - Rev00 - Draft	2016-11-08	2016-11-30	2016-12-15	2017-01-09	PSE04	Schmick-PSE	False	False	True	True	False	False
845	 VCB-SAP-1290CX	EQUIPMENT RELIABILITY PROCESS - Rev00 - C-QR	2016-11-01	2016-11-18	2016-11-01	2016-11-04	PSE27	Dao-PSE	True	True	False	False	True	True
846	 VCB-SAP-1290CY	EQUIPMENT RELIABILITY PROCESS - Rev00 - C-5059	2016-11-01	2016-11-18	2016-11-01	2016-11-04	PSE33	Yang-PSE	True	True	False	False	True	True
847	 VCB-SAP-1290CZ	EQUIPMENT RELIABILITY PROCESS - Rev00 - C-Res2	2016-11-21	2016-12-01	2016-11-01	2016-11-09	PSE33	Yang-PSE	True	False	False	False	True	True
848	 VCB-SAP-1294b	INSERVICE INSPECTION PROGRAM - Rev00 - Draft	2016-10-03	2016-11-29	2016-10-03	2016-11-18	PSE21	Troficanto-PSE	False	True	False	False	False	True
849	 VCB-SAP-1294c01	INSERVICE INSPECTION PROGRAM - Rev00 - Review	2016-11-30	2016-12-30	2016-11-28	2016-12-20	PSE21	Troficanto-PSE	True	False	False	False	True	False
850	 VCB-SAP-1294cx	INSERVICE INSPECTION PROGRAM - Rev00 - C-QR	2016-11-30	2016-12-19	2016-12-01	2016-12-15	PSE02	Shank-PSE	False	False	True	False	False	False
851	 VCB-SAP-1294cy	INSERVICE INSPECTION PROGRAM - Rev00 - C-5059	2016-11-30	2016-12-19	2016-11-21	2016-12-09	PSE21	Troficanto-PSE	True	False	False	False	True	False
852	 VCB-SAP-1356d	CDG-01: Cause Determination Guidelines - Rev00 - Approval	2016-09-29	2016-11-28	2016-09-29	2016-12-01	J1	OD&P	False	False	False	True	False	False
853	 VCB-SAP-1361a	MITIGATING SYSTEMS PERFORMANCE INDEX (MSPI) - Rev00 - Preparation	2016-11-01	2016-11-07	2017-04-03	2017-04-07	PSETBD	ENG (TBD) PSE	False	False	True	True	False	False
854	 VCB-SAP-1361b	MITIGATING SYSTEMS PERFORMANCE INDEX (MSPI) - Rev00 - Draft	2016-11-08	2016-11-30	2017-04-10	2017-05-01	PSETBD	ENG (TBD) PSE	False	False	True	True	False	False
855	 VCB-SAP-2001d	Turbine-Generator Management Program - Rev00 - Approval	2015-03-16	2016-11-03	2015-03-16	2016-12-05	DM16	DM Eng-PSE (Sterdis)	False	False	False	True	False	False
856	 VCB-SAP-2002a	Relief Valve Maintenance and Monitoring Program - Rev00 - Preparation	2016-11-01	2016-11-07	2016-12-08	2016-12-14	PSE04	Schmick-PSE	False	False	True	True	False	False
857	 VCB-SAP-2002b	Relief Valve Maintenance and Monitoring Program - Rev00 - Draft	2016-11-08	2016-11-30	2016-12-15	2017-01-09	PSE04	Schmick-PSE	False	False	True	True	False	False
858	 VCB-SAP-2003a	Explosively Actuated (Squib) Valve Maintenance and Monitoring Program - Rev00 - Preparation	2016-11-01	2016-11-07	2017-04-03	2017-04-07	PSETBD	ENG (TBD) PSE	False	False	True	True	False	False
859	 VCB-SAP-2003b	Explosively Actuated (Squib) Valve Maintenance and Monitoring Program - Rev00 - Draft	2016-11-08	2016-11-30	2017-04-10	2017-05-01	PSETBD	ENG (TBD) PSE	False	False	True	True	False	False
860	 VCB-SAP-2004a	CONTAINMENT CLEANLINESS AND SAMPLING PROGRAM - Rev00 - Preparation	2016-11-01	2016-11-07	2017-02-01	2017-02-07	PSETBD	ENG (TBD) PSE	False	False	True	True	False	False
861	 VCB-SAP-2004b	CONTAINMENT CLEANLINESS AND SAMPLING PROGRAM - Rev00 - Draft	2016-11-08	2016-11-30	2017-02-08	2017-02-28	PSETBD	ENG (TBD) PSE	False	False	True	True	False	False
862	 VCB-SAP-2005d	PUMP PROGRAM - Rev00 - Approval	2016-09-14	2016-11-02	2016-09-14	2016-12-02	DM16	DM Eng-PSE (Sterdis)	False	False	False	True	False	False
863	 VCB-SAP-2009d	Equipment Qualification Process and Control - Rev00 - Approval	2016-07-05	2016-11-01	2016-07-05	2016-12-01	DM16	DM Eng-PSE (Sterdis)	False	False	False	True	False	False
864	 VCB-SCP-001 att 01a	*SGI* LOSS OR DEGRADATION OF PHYSICAL SECURITY SYSTEM AND COMMUNICATION SYSTEM COMPONENTS - Rev00 - Preparation	2016-11-10	2016-11-16	2016-11-14	2016-11-15	N1	NPS	True	True	False	False	True	True
865	 VCB-SCP-001 att 01b	*SGI* LOSS OR DEGRADATION OF PHYSICAL SECURITY SYSTEM AND COMMUNICATION SYSTEM COMPONENTS - Rev00 - Draft	2016-11-17	2016-12-08	2016-11-16	2017-02-28	N1	NPS	True	False	False	False	True	False
866	 VCB-SCP-001 att 02a	*SGI* DUTIES AND RESPONSIBILITIES DURING SECURITY EVENTS - Rev00 - Preparation	2016-11-11	2016-11-15	2016-11-14	2016-11-15	N1	NPS	True	True	False	False	True	True
867	 VCB-SCP-001 att 02b	*SGI* DUTIES AND RESPONSIBILITIES DURING SECURITY EVENTS - Rev00 - Draft	2016-11-16	2016-12-09	2016-11-15	2017-02-28	N1	NPS	True	False	False	False	True	False
868	 VCB-SCP-001 att 03a	*SGI* EXTORTION / COERCION / HOSTAGE THREAT - Rev00 - Preparation	2016-11-14	2016-11-18	2016-11-14	2016-11-15	N1	NPS	True	True	False	False	True	True
869	 VCB-SCP-001 att 03b	*SGI* EXTORTION / COERCION / HOSTAGE THREAT - Rev00 - Draft	2016-11-21	2016-12-12	2016-11-16	2017-02-28	N1	NPS	True	False	False	False	True	False
870	 VCB-SCP-001 att 04a	*SGI* PROTECTED AND VITAL AREA INTRUSION ALARM RESPONSE/DISCOVER OF BREACHED BARRIER - Rev00 - Preparation	2016-11-15	2016-11-21	2016-11-14	2016-11-15	N1	NPS	True	True	False	False	True	True
871	 VCB-SCP-001 att 04b	*SGI* PROTECTED AND VITAL AREA INTRUSION ALARM RESPONSE/DISCOVER OF BREACHED BARRIER - Rev00 - Draft	2016-11-22	2016-12-13	2016-11-16	2017-02-28	N1	NPS	True	False	False	False	True	False
872	 VCB-SCP-001 att 05a	*SGI* DETECTION OF IMPENDING ATTACK, THREAT / DIRECT ARMED ATTACK - Rev00 - Preparation	2016-11-16	2016-11-28	2016-11-14	2016-11-15	N1	NPS	True	True	False	False	True	True
873	 VCB-SCP-001 att 05b	*SGI* DETECTION OF IMPENDING ATTACK, THREAT / DIRECT ARMED ATTACK - Rev00 - Draft	2016-11-29	2016-12-16	2016-11-11	2017-02-28	N1	NPS	True	False	False	False	True	False
